Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],PercentChange0116,PercentChange1116
Afghanistan,AFG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,31.74112,,,,,,,,
Afghanistan,AFG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,13175.18945,,14666.33861,14589.06975,14351.5162,14301.37026,,,0.085477391
Afghanistan,AFG,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,6.68899,,,4.6651,,4.45798,4.52701,,-0.333534659
Afghanistan,AFG,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,23.15362,,,,,,,,
Afghanistan,AFG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,46.99005,,,,,,,,
Afghanistan,AFG,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Afghanistan,AFG,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Afghanistan,AFG,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Afghanistan,AFG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,46.1909,46.0584,46.19837,43.97317,48.59792,,
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,131956.6805,143777.4757,237622.8237,,244258.2025,249107.4797,255396.7087,264425.9762,,0.839133529,0.112797046
Albania,ALB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,98.71298,96.8453,97.24697,,,,,,,
Albania,ALB,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Albania,ALB,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,99.42175,98.61158,98.9171,,,,,,,
Albania,ALB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.43515,98.79119,99.2314,,,,,,,
Albania,ALB,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,95.38335,93.86551,89.02756,92.22075,95.41897,97.59204,97.79873,97.65542,97.77841,0.040375959,0.096912237
Albania,ALB,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,42.77841,45.23442,65.76584,71.85747,75.29489,76.55601,76.12273,80.88931,79.85382,0.788224763,0.229959353
Albania,ALB,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,92.87833,93.68429,,,94.57338,94.75782,96.94159,94.82611,93.92736,0.012187956,
Albania,ALB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,66.69051,68.41048,,,84.39599,86.39145,87.38842,86.48091,86.6726,0.264147101,
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,107809.2292,109616.6249,137153.9349,,139933.5823,142359.0244,144907.6125,146981.825,,0.340871653,0.071655911
Algeria,DZA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Algeria,DZA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Algeria,DZA,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Algeria,DZA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Algeria,DZA,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,90.74774,92.74897,99.08721,99.14995,99.27681,99.24597,99.31588,99.27519,99.48537,0.070364339,0.001897117
Algeria,DZA,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,2.70938,3.37811,72.37997,,,,,,,,
Algeria,DZA,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Algeria,DZA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
American Samoa,ASM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
American Samoa,ASM,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
American Samoa,ASM,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
American Samoa,ASM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
American Samoa,ASM,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
American Samoa,ASM,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
American Samoa,ASM,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
American Samoa,ASM,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Andorra,AND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,23809.90977,24171.30723,22295.13677,,22819.47814,23800.28527,24372.6767,24907.0276,,0.030437757,0.117150698
Andorra,AND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Andorra,AND,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Andorra,AND,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Andorra,AND,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Andorra,AND,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Andorra,AND,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Andorra,AND,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Andorra,AND,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,27935.74173,28181.0997,57474.47771,,60165.28446,60837.61378,60550.90338,58069.49355,56582.31381,1.06058295,0.010352697
Angola,AGO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,67.40542,,,,66.03011,,,,,
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,34116.64158,34421.22908,57474.37968,,60136.10869,60866.4798,60583.8875,58187.90334,,0.690465591,0.012414639
Angola,AGO,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Angola,AGO,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,66.70624,,,,62.4702,,,,,
Angola,AGO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,72.19449,,,,77.43113,,,,,
Angola,AGO,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,81.59927,,,,,,,,
Angola,AGO,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,54.82748,,,,,31.49546,,,-0.42555339
Angola,AGO,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Angola,AGO,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Antigua and Barbuda,ATG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28935.01268,27025.28422,28471.07053,,28805.33816,29953.15904,30842.41666,32155.49162,32886.8437,0.189829915,0.129409292
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,98.95,,,,,98.95,,,,
Antigua and Barbuda,ATG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,28935.01243,27025.28379,28471.07053,,28805.33816,29953.15904,30842.41666,32155.49162,,0.189829934,0.129409292
Antigua and Barbuda,ATG,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,52.25152,,31.46998,31.08016,,,,,,,
Antigua and Barbuda,ATG,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Antigua and Barbuda,ATG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Antigua and Barbuda,ATG,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,98.27313,95.54568,,94.43286,98.781,,97.55055,,
Antigua and Barbuda,ATG,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,38.761,,71.23443,77.88035,,74.84076,77.15718,,72.65406,,
Antigua and Barbuda,ATG,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,97.90122,98.7003,,95.31472,,
Antigua and Barbuda,ATG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,70.69304,,,,,83.36424,86.00054,,87.74032,,
Arab World,ARB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,64.12604,65.35204,71.37224,72.48431,72.74568,73.32167,73.74158,74.15789,,0.134744837,0.039029881
Arab World,ARB,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Arab World,ARB,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,59.76897,61.25994,69.42762,70.71779,71.24262,72.03669,72.65876,73.28121,,0.196233787,0.055505143
Arab World,ARB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,80.61563,81.56403,82.62586,83.70435,84.41675,84.64643,84.79429,84.9456,,0.041459084,0.02807523
Arab World,ARB,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Arab World,ARB,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Arab World,ARB,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,71.5143,72.22116,79.73168,82.52852,79.02259,80.72417,81.15021,81.69571,81.12346,0.131188006,0.024632994
Arab World,ARB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,51.67246,52.86477,62.77457,62.91259,61.34827,61.80656,62.1789,62.51796,62.53322,0.18260157,-0.004087802
Argentina,ARG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12951.67587,12243.85203,17062.76644,,16934.84662,16339.72293,16603.75639,16071.8964,,0.312650329,-0.058072063
Argentina,ARG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,97.19331,99.10833,99.10523,99.12195,98.99389,99.17996,99.12501,,0.019874825,0.000168301
Argentina,ARG,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Argentina,ARG,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,97.26172,99.28843,99.18616,99.30061,99.20745,99.28286,99.29682,,0.020923957,8.45E-05
Argentina,ARG,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,98.91666,99.62824,99.37587,99.55132,99.29671,99.5597,99.50271,,0.005924684,-0.001259984
Argentina,ARG,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,99.56836,99.63474,99.4341,99.42824,99.59191,99.90196,99.9437,99.54761,99.56731,-0.000874494,0.00114156
Argentina,ARG,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,58.21226,59.06338,68.40947,70.24776,71.92595,72.96194,74.44538,75.09478,75.85656,0.271427067,0.09772492
Argentina,ARG,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,99.14866,98.49476,98.01517,98.88882,99.22744,99.48872,99.61656,99.87059,99.99221,0.01396856,0.018929927
Argentina,ARG,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,78.48781,78.94955,83.52317,85.89363,87.09754,87.6325,88.44048,89.88468,90.79605,0.138507819,0.076164614
Armenia,ARM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,261242.3743,287984.6402,627223.7798,,690269.0324,711990.9867,732071.8298,731563.2018,,1.540285487,0.16635119
Armenia,ARM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,99.40016,99.74441,,,,,,,,
Armenia,ARM,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Armenia,ARM,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,99.77355,99.86799,,,,,,,,
Armenia,ARM,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.80728,99.8474,,,,,,,,
Armenia,ARM,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,95.15386,96.41176,96.5881,94.12688,93.03258,92.49744,92.31421,,-0.027917102
Armenia,ARM,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Armenia,ARM,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,94.74223,,,,,93.20249,92.62859,,-0.016251887
Armenia,ARM,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,87.74122,,,,,,,,
Aruba,ABW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,36776.44106,35188.37865,,,,,,,,,
Aruba,ABW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,97.29125,,,,,,,,,,
Aruba,ABW,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,9.96785,,,,,,,,,,
Aruba,ABW,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,98.0186,,,,,,,,,,
Aruba,ABW,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.02641,,,,,,,,,,
Aruba,ABW,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,98.39732,99.67742,,,97.8735,99.92209,,,,,
Aruba,ABW,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,94.05941,87.98911,,,99.1325,98.87257,,,,,
Aruba,ABW,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,92.44052,86.7988,,,,,,,,,
Aruba,ABW,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,76.83175,72.41274,76.94634,,,,,,,,
Australia,AUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,54504.04636,54813.57853,64543.48482,,66429.08392,67090.18642,67669.55753,68548.0605,68787.21122,0.250567147,0.062044615
Australia,AUS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Australia,AUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,54711.95113,55021.01684,64793.08169,,66475.44202,67170.47015,67797.18436,68636.24425,,0.247455031,0.059314397
Australia,AUS,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,164.61212,150.4851,123.44975,,
Australia,AUS,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Australia,AUS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Australia,AUS,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,94.48531,98.30339,97.67766,97.98651,99.93962,99.91527,99.91168,99.95587,99.68175,0.01681,0.023323757
Australia,AUS,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,51.18128,,,78.02111,81.00059,84.42738,87.79362,85.36784,0.715346314,
Australia,AUS,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,99.38353,99.57808,99.83027,98.90174,98.11723,,
Australia,AUS,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,93.23812,92.76952,92.28431,,
Austria,AUT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31712.80247,31991.95801,36291.47474,,36167.68416,36183.52079,36170.83853,36300.95936,37094.77987,0.134690141,0.000261346
Austria,AUT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Austria,AUT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31804.71019,32111.08132,36250.99608,,36188.37011,36156.50485,36117.41468,36239.57268,,0.128569054,-0.00031512
Austria,AUT,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,57.9113,59.15473,62.61448,63.5323,20.81147,21.84204,22.39995,22.61833,21.7534,-0.617641227,-0.638768381
Austria,AUT,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Austria,AUT,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Austria,AUT,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,99.72946,98.72922,97.14247,98.33143,98.97378,99.34721,99.52955,99.79394,99.95428,0.010784244,0.027294653
Austria,AUT,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,67.66573,69.03287,83.63474,84.64654,83.5088,84.46162,85.61765,87.34703,87.28425,0.265296228,0.044386938
Austria,AUT,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,99.72816,,97.48033,96.47314,96.74219,97.12478,98.03,99.66201,99.84415,,0.02238072
Austria,AUT,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,88.42819,,86.61554,86.14129,86.22208,86.55112,86.71155,87.37319,87.00131,,0.008747276
Azerbaijan,AZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,586.2013269,639.2632286,2071.116458,,2181.420208,2197.447971,2195.312737,2103.610748,,2.290680042,0.015689263
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,99.77863,99.77577,99.78936,99.78899,99.78806,99.79006,,,0.000114554
Azerbaijan,AZE,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,21.52708,22.0564,24.08257,24.73099,27.37644,27.74559,26.8746,,0.288869182
Azerbaijan,AZE,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,99.89922,99.89183,99.89847,99.89698,99.90272,99.90467,,,5.46E-05
Azerbaijan,AZE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,99.9441,99.93675,99.95247,99.95699,99.94278,99.94048,,,-3.62E-05
Azerbaijan,AZE,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,91.50669,88.72281,90.1018,92.32448,98.27657,99.25474,98.84333,99.20537,97.93103,0.118149549,0.101036494
Azerbaijan,AZE,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,14.55533,15.88789,22.65952,21.00848,20.36574,18.25193,18.7492,18.02226,31.57104,0.134339425,-0.204649525
Azerbaijan,AZE,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,87.37007,87.1645,87.26179,87.39527,90.20609,94.01958,99.57449,,0.076107413
Azerbaijan,AZE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
"Bahamas, The",BHS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32339.72272,32614.61065,28369.90681,,28301.61171,27895.25053,27846.54041,27068.59357,27170.8641,-0.170047012,-0.045869493
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
"Bahamas, The",BHS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,32341.45165,32616.33619,28371.71726,,28257.07772,27545.92863,26377.7085,26124.65238,,-0.199031668,-0.079200877
"Bahamas, The",BHS,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
"Bahamas, The",BHS,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
"Bahamas, The",BHS,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
"Bahamas, The",BHS,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,88.6314,83.45024,77.16894,77.90139,81.5992,77.68004,,,-0.123560725
"Bahamas, The",BHS,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,26.44838,28.90077,22.81308,30.05616,23.39314,24.47455,,,-0.074629524
"Bahamas, The",BHS,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,82.02543,83.39607,78.13771,82.21213,65.95623,69.85816,,,-0.148335339
"Bahamas, The",BHS,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,74.73581,75.71744,68.50649,72.62728,58.91371,66.65546,,,-0.108118852
Bahrain,BHR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8631.124081,8428.455492,7713.55638,,8196.677692,8418.90546,8436.022758,,,,
Bahrain,BHR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,86.54874,,,,,,94.89,,0.096376446,
Bahrain,BHR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,55.73484,59.13438,,,,,95.16479,100.29502,103.97751,0.696052618,
Bahrain,BHR,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,86.31455,,,,,,96.19356,,0.114453589,
Bahrain,BHR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,97.02471,,,,,,94.14007,,-0.029730983,
Bahrain,BHR,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,98.12103,95.02618,92.37585,93.16499,94.41397,96.37134,98.68252,98.78341,99.47863,0.039538893,0.069364017
Bahrain,BHR,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,33.4384,33.54411,50.52781,50.2294,52.67556,55.96348,54.82036,53.66448,53.09033,0.599818269,0.062078091
Bahrain,BHR,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,97.92991,99.67549,90.17465,89.17436,94.04775,97.20975,97.58739,97.01701,96.02341,-0.026671351,0.075878975
Bahrain,BHR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,88.15098,88.95659,87.53958,84.05848,85.36073,88.29499,91.09603,93.07504,92.35773,0.046297301,0.063233797
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,26821.05686,27652.01351,41994.30537,,46321.66118,48564.01901,51169.84283,54220.95376,,0.960832029,0.291150152
Bangladesh,BGD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,47.4855,58.76918,57.86075,61.01554,61.0933,65.13733,72.75872,72.89297,0.53223026,0.238042117
Bangladesh,BGD,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,0.21286,0.22939,1.36912,2.31278,4.02425,,5.27359,4.53068,4.61837,18.75099176,2.309191305
Bangladesh,BGD,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,42.04284,53.23882,52.25135,53.73965,54.25126,59.36339,68.07324,68.52086,0.619139906,0.278639158
Bangladesh,BGD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,63.62273,77.98499,77.83291,85.52715,85.55473,87.88877,92.24265,92.95076,0.449837975,0.182825695
Bangladesh,BGD,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Bangladesh,BGD,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Bangladesh,BGD,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Bangladesh,BGD,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,46.4506,47.72372,47.29212,49.66535,54.27441,,59.13634,65.21977,63.74088,0.366611195,0.379083238
Barbados,BRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5137.131728,4998.318472,5470.664748,,5450.018304,5433.171202,5466.021856,5560.102811,5638.710978,0.112394667,0.016348665
Barbados,BRB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,99.6,,,,,
Barbados,BRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3694.315668,3595.69241,3929.422917,,3914.211583,3902.817721,3926.577228,3995.845556,,0.111286812,0.016903917
Barbados,BRB,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,39.75667,43.46706,47.31853,,,48.88537,51.46493,51.70997,39.60174,0.189635784,0.092805926
Barbados,BRB,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,99.7,,,,,
Barbados,BRB,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,99.9,,,,,
Barbados,BRB,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,97.70933,97.26662,95.71653,,,93.48471,95.84843,98.03848,96.55139,0.007935508,0.02425861
Barbados,BRB,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,62.54748,61.35118,69.34455,,,84.93272,89.18429,86.54174,87.81225,0.410596178,0.247996274
Barbados,BRB,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,93.94289,92.00995,92.74839,,,98.80184,98.80467,96.9069,98.18724,0.053221961,0.044836466
Barbados,BRB,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,91.89882,86.51719,88.83452,,,99.28103,98.12713,95.9634,95.94098,0.109183042,0.080248984
Belarus,BLR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,91.5246187,96.34237591,207.748165,,213.6710798,217.1574976,208.5088796,202.9860757,207.7635539,1.106924121,-0.022922413
Belarus,BLR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Belarus,BLR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,91.5246187,96.34237591,207.748165,,213.6710798,217.1574976,208.5088796,202.7307906,,1.104274352,-0.024151233
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Belarus,BLR,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,79.62609,82.20479,94.10565,96.53915,98.20077,96.95689,95.40149,94.01457,94.29908,0.143662918,-0.000967848
Belarus,BLR,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Belarus,BLR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,95.19412,96.37232,97.40129,98.06344,98.50839,97.60838,96.37553,,0.02536144
Belarus,BLR,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,100,99.28904,99.42621,98.27353,97.9432,98.49246,99.48118,99.14284,-0.0051882,0.001935158
Belarus,BLR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,23.04628,21.05127,19.16391,17.65505,17.47066,17.50951,17.37996,,-0.240245714
Belarus,BLR,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,97.13921,97.93101,97.99338,99.90368,99.98575,99.92555,99.84853,98.70833,0.027891106,0.019580315
Belgium,BEL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,30330.47203,30471.62907,33641.81067,,33380.34355,33752.25871,34028.55789,34331.67563,,0.126676738,0.020506178
Belgium,BEL,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,39.38907,38.67138,55.03383,52.94487,46.51322,53.46759,50.96742,52.52347,50.99841,0.358200044,-0.045614852
